currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,2,0,10.1,,,,,,,,,0,1,1,1,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.87,0.87,9.0,-21.18,10.1,-11.08,-0.4900000000000002,certain,certain,-0.4900000000000002,101.37583333333332,1562.935034997994,None,1562.935034997994,None,1562.935034997994,None,1562.935034997994,None,1562.935034997994,None,1562.935034997994,None,1562.935034997994,None,3,0.7837164318189025,1562.935034997994,None,1563.7520382058574,None,1563.7520382058574,None,1563.7520382058574,None,1563.7520382058574,None,1563.7520382058574,None,1563.7520382058574,None,1563.7520382058574,None,1567.7535769996466,None,1567.7535769996466,None,1567.7535769996466,None,1567.7535769996466,None,1567.7535769996466,None,1567.7535769996466,None,1567.7535769996466,None,1568.7372339149006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,13.5,,,,,,,,,0,1,1,1,0,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.87,0.87,9.87,-22.049999999999997,13.5,-8.549999999999997,-4.274999999999999,gamble,lose,-8.549999999999997,92.82583333333332,1570.754761573393,None,1570.754761573393,None,1570.754761573393,None,1570.754761573393,None,1570.754761573393,None,1570.754761573393,None,1570.754761573393,None,1,2.117768125026487,1570.754761573393,None,1572.9055425695842,None,1572.9055425695842,None,1572.9055425695842,None,1572.9055425695842,None,1572.9055425695842,None,1572.9055425695842,None,1572.9055425695842,None,1576.9069911284605,None,1576.9069911284605,None,1576.9069911284605,None,1576.9069911284605,None,1576.9069911284605,None,1576.9069911284605,None,1576.9069911284605,None,1577.8907037206227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,8.7,,,,,,,,,0,1,1,1,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.87,0.87,10.739999999999998,-22.919999999999998,8.7,-14.219999999999999,-2.76,certain,certain,-2.76,90.06583333333332,1579.9081299446989,None,1579.9081299446989,None,1579.9081299446989,None,1579.9081299446989,None,1579.9081299446989,None,1579.9081299446989,None,1579.9081299446989,None,3,1.750966265797615,1579.9081299446989,None,1581.6921951570548,None,1581.6921951570548,None,1581.6921951570548,None,1581.6921951570548,None,1581.6921951570548,None,1581.6921951570548,None,1581.6921951570548,None,1585.6937057924224,None,1585.6937057924224,None,1585.6937057924224,None,1585.6937057924224,None,1585.6937057924224,None,1585.6937057924224,None,1585.6937057924224,None,1595.180697080912,None,1586.6773588679498,None,1587.6777406064793,None,0.83,7.50280512298923,1590.6789050212828,None,None,1590.6789050212828,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,3.7,,,,,,,,,0,1,1,1,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.83,0.83,11.569999999999999,-23.189999999999998,3.7,-19.49,-7.895,certain,certain,-7.895,82.17083333333332,1597.198081067414,None,1597.198081067414,None,1597.198081067414,None,1597.198081067414,None,1597.198081067414,None,1597.198081067414,None,1597.198081067414,None,3,2.1177025287179276,1597.198081067414,None,1599.3488790227566,None,1599.3488790227566,None,1599.3488790227566,None,1599.3488790227566,None,1599.3488790227566,None,1599.3488790227566,None,1599.3488790227566,None,1603.350338460994,None,1603.350338460994,None,1603.350338460994,None,1603.350338460994,None,1603.350338460994,None,1603.350338460994,None,1603.350338460994,None,1604.3340420936001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,12.3,,,,,,,,,0,1,1,1,0,13,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.83,0.83,12.399999999999999,-24.019999999999996,12.3,-11.719999999999995,0.2900000000000027,certain,certain,0.2900000000000027,82.46083333333333,1606.3514942362672,None,1606.3514942362672,None,1606.3514942362672,None,1606.3514942362672,None,1606.3514942362672,None,1606.3514942362672,None,1606.3514942362672,None,3,0.6838093865662813,1606.3514942362672,None,1607.0684147287393,None,1607.0684147287393,None,1607.0684147287393,None,1607.0684147287393,None,1607.0684147287393,None,1607.0684147287393,None,1607.0684147287393,None,1611.0532517378451,None,1611.0532517378451,None,1611.0532517378451,None,1611.0532517378451,None,1611.0532517378451,None,1611.0532517378451,None,1611.0532517378451,None,1620.556844656705,None,1612.0536318765953,None,1613.0540110553848,None,0.88,7.502771524828859,1616.0551533914404,None,None,1616.0551533914404,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,12.5,,,,,,,,,0,1,1,1,0,14,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.88,0.88,13.28,4.1866666666666665,3.125,-1.0616666666666665,1.0316666666666667,certain,certain,1.0316666666666667,83.49249999999999,1622.574274720624,None,1622.574274720624,None,1622.574274720624,None,1622.574274720624,None,1622.574274720624,None,1622.574274720624,None,1622.574274720624,None,3,0.733927860041149,1622.574274720624,None,1623.3412874479545,None,1623.3412874479545,None,1623.3412874479545,None,1623.3412874479545,None,1623.3412874479545,None,1623.3412874479545,None,1623.3412874479545,None,1627.3260796595132,None,1627.3260796595132,None,1627.3260796595132,None,1627.3260796595132,None,1627.3260796595132,None,1627.3260796595132,None,1627.3260796595132,None,1628.3264549984597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,7.5,,,,,,,,,0,1,1,1,0,15,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.88,0.88,14.16,-26.48,7.5,-18.98,-5.74,certain,certain,-5.74,77.7525,1630.3438895421568,None,1630.3438895421568,None,1630.3438895421568,None,1630.3438895421568,None,1630.3438895421568,None,1630.3438895421568,None,1630.3438895421568,None,3,1.7842939994297922,1630.3438895421568,None,1632.1613042469835,None,1632.1613042469835,None,1632.1613042469835,None,1632.1613042469835,None,1632.1613042469835,None,1632.1613042469835,None,1632.1613042469835,None,1636.1628667194163,None,1636.1628667194163,None,1636.1628667194163,None,1636.1628667194163,None,1636.1628667194163,None,1636.1628667194163,None,1636.1628667194163,None,1645.6496810578974,None,1637.146477557253,None,1638.1468423368642,None,0.86,7.502760645467788,1641.1479907524772,None,None,1641.1479907524772,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,8.9,,,,,,,,,0,1,1,1,0,16,16,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.86,0.86,15.02,4.261666666666667,2.225,-2.0366666666666666,0.09416666666666673,certain,certain,0.09416666666666673,77.84666666666666,1647.6671127217123,None,1647.6671127217123,None,1647.6671127217123,None,1647.6671127217123,None,1647.6671127217123,None,1647.6671127217123,None,1647.6671127217123,None,3,1.600861391867511,1647.6671127217123,None,1649.3010660202708,None,1649.3010660202708,None,1649.3010660202708,None,1649.3010660202708,None,1649.3010660202708,None,1649.3010660202708,None,1649.3010660202708,None,1653.2859267081367,None,1653.2859267081367,None,1653.2859267081367,None,1653.2859267081367,None,1653.2859267081367,None,1653.2859267081367,None,1653.2859267081367,None,1654.2863084466662,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,10.3,,,,,,,,,0,1,1,1,0,17,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.86,0.86,15.879999999999999,-27.919999999999998,10.3,-17.619999999999997,-3.6599999999999984,certain,certain,-3.6599999999999984,74.18666666666667,1656.3037727486808,None,1656.3037727486808,None,1656.3037727486808,None,1656.3037727486808,None,1656.3037727486808,None,1656.3037727486808,None,1656.3037727486808,None,3,1.1339710575994104,1656.3037727486808,None,1657.4708491524216,None,1657.4708491524216,None,1657.4708491524216,None,1657.4708491524216,None,1657.4708491524216,None,1657.4708491524216,None,1657.4708491524216,None,1661.4723405889235,None,1661.4723405889235,None,1661.4723405889235,None,1661.4723405889235,None,1661.4723405889235,None,1661.4723405889235,None,1661.4723405889235,None,1662.4560458214255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,13.7,,,,,,,,,0,1,1,1,0,18,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.86,0.86,16.74,4.404999999999999,3.425,-0.9799999999999995,1.2225000000000001,certain,certain,1.2225000000000001,75.40916666666666,1664.4734758853447,None,1664.4734758853447,None,1664.4734758853447,None,1664.4734758853447,None,1664.4734758853447,None,1664.4734758853447,None,1664.4734758853447,None,3,1.1840341740753502,1664.4734758853447,None,1665.690658283187,None,1665.690658283187,None,1665.690658283187,None,1665.690658283187,None,1665.690658283187,None,1665.690658283187,None,1665.690658283187,None,1669.675442495267,None,1669.675442495267,None,1669.675442495267,None,1669.675442495267,None,1669.675442495267,None,1669.675442495267,None,1669.675442495267,None,1679.179077651701,None,1670.675869351253,None,1671.6762536497554,None,0.88,7.5027059285202995,1674.6773796667112,None,None,1674.6773796667112,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,8.5,,,,,,,,,0,1,1,1,0,19,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.88,0.88,17.619999999999997,-29.939999999999998,8.5,-21.439999999999998,-6.469999999999999,certain,certain,-6.469999999999999,68.93916666666667,1681.196500995895,None,1681.196500995895,None,1681.196500995895,None,1681.196500995895,None,1681.196500995895,None,1681.196500995895,None,1681.196500995895,None,3,1.1673874262487516,1681.196500995895,None,1682.3969899285585,None,1682.3969899285585,None,1682.3969899285585,None,1682.3969899285585,None,1682.3969899285585,None,1682.3969899285585,None,1682.3969899285585,None,1686.3984397674212,None,1686.3984397674212,None,1686.3984397674212,None,1686.3984397674212,None,1686.3984397674212,None,1686.3984397674212,None,1686.3984397674212,None,1687.3821449999232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,7.7,,,,,,,,,0,1,1,1,0,20,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.88,0.88,18.499999999999996,-30.819999999999997,7.7,-23.119999999999997,-7.709999999999999,gamble,lose,-23.119999999999997,45.81916666666667,1689.3996345804771,None,1689.3996345804771,None,1689.3996345804771,None,1689.3996345804771,None,1689.3996345804771,None,1689.3996345804771,None,1689.3996345804771,None,1,1.4174406232777983,1689.3996345804771,None,1690.8501767100533,None,1690.8501767100533,None,1690.8501767100533,None,1690.8501767100533,None,1690.8501767100533,None,1690.8501767100533,None,1690.8501767100533,None,1694.851642868016,None,1694.851642868016,None,1694.851642868016,None,1694.851642868016,None,1694.851642868016,None,1694.851642868016,None,1694.851642868016,None,1704.3385682401713,None,1695.8353989776224,None,1696.8357336788904,None,0.82,7.502414744812995,1699.8368507364066,None,None,1699.8368507364066,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,-1.1,,,,,,,,,0,1,1,1,0,21,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.82,0.82,19.319999999999997,4.4799999999999995,-0.275,-4.755,-2.515,certain,certain,-2.515,43.30416666666667,1706.3560469413642,None,1706.3560469413642,None,1706.3560469413642,None,1706.3560469413642,None,1706.3560469413642,None,1706.3560469413642,None,1706.3560469413642,None,3,0.850398777751252,1706.3560469413642,None,1707.2397123361006,None,1707.2397123361006,None,1707.2397123361006,None,1707.2397123361006,None,1707.2397123361006,None,1707.2397123361006,None,1707.2397123361006,None,1711.241186493542,None,1711.241186493542,None,1711.241186493542,None,1711.241186493542,None,1711.241186493542,None,1711.241186493542,None,1711.241186493542,None,1712.2248834065394,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,13.1,,,,,,,,,0,1,1,1,0,22,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.82,0.82,20.139999999999997,4.548333333333333,3.275,-1.273333333333333,1.0008333333333335,certain,certain,1.0008333333333335,44.305,1714.242343868711,None,1714.242343868711,None,1714.242343868711,None,1714.242343868711,None,1714.242343868711,None,1714.242343868711,None,1714.242343868711,None,3,0.750551249133423,1714.242343868711,None,1715.025942227221,None,1715.025942227221,None,1715.025942227221,None,1715.025942227221,None,1715.025942227221,None,1715.025942227221,None,1715.025942227221,None,1719.0108377931174,None,1719.0108377931174,None,1719.0108377931174,None,1719.0108377931174,None,1719.0108377931174,None,1719.0108377931174,None,1719.0108377931174,None,1728.5143590358784,None,1720.0111702544382,None,1721.0115452734753,None,0.86,7.502748486120254,1724.0127151279012,None,None,1724.0127151279012,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,13.9,,,,,,,,,0,1,1,1,0,23,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.86,0.86,20.999999999999996,-33.03999999999999,13.9,-19.139999999999993,-2.6199999999999966,certain,certain,-2.6199999999999966,41.685,1730.5318162982585,None,1730.5318162982585,None,1730.5318162982585,None,1730.5318162982585,None,1730.5318162982585,None,1730.5318162982585,None,1730.5318162982585,None,3,1.0840448933886364,1730.5318162982585,None,1731.6489108609967,None,1731.6489108609967,None,1731.6489108609967,None,1731.6489108609967,None,1731.6489108609967,None,1731.6489108609967,None,1731.6489108609967,None,1735.6504157367162,None,1735.6504157367162,None,1735.6504157367162,None,1735.6504157367162,None,1735.6504157367162,None,1735.6504157367162,None,1735.6504157367162,None,1736.6341254489962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,6.7,,,,,,,,,0,1,1,1,0,24,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.86,0.86,21.859999999999996,4.831666666666666,1.675,-3.1566666666666663,-0.7408333333333331,certain,certain,-0.7408333333333331,40.94416666666667,1738.6515718320152,None,1738.6515718320152,None,1738.6515718320152,None,1738.6515718320152,None,1738.6515718320152,None,1738.6515718320152,None,1738.6515718320152,None,3,2.034180485876277,1738.6515718320152,None,1740.719042933546,None,1740.719042933546,None,1740.719042933546,None,1740.719042933546,None,1740.719042933546,None,1740.719042933546,None,1740.719042933546,None,1744.7205222107004,None,1744.7205222107004,None,1744.7205222107004,None,1744.7205222107004,None,1744.7205222107004,None,1744.7205222107004,None,1744.7205222107004,None,1745.704279920319,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,-0.7,,,,,,,,,0,1,1,1,0,25,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.86,0.86,22.719999999999995,-34.75999999999999,-0.7,-35.459999999999994,-18.08,gamble,lose,-35.459999999999994,5.484166666666674,1747.7217090242775,None,1747.7217090242775,None,1747.7217090242775,None,1747.7217090242775,None,1747.7217090242775,None,1747.7217090242775,None,1747.7217090242775,None,None,,1747.7217090242775,None,1750.7228283216245,None,1750.7228283216245,None,1750.7228283216245,None,1750.7228283216245,None,1750.7228283216245,None,1750.7228283216245,None,1750.7228283216245,None,1754.724308878649,None,1754.724308878649,None,1754.724308878649,None,1754.724308878649,None,1754.724308878649,None,1754.724308878649,None,1754.724308878649,None,1764.2112329709344,None,1755.708064348437,None,1756.7083932899404,None,0.83,7.502760005416349,1759.7095132272225,None,None,1759.7095132272225,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,2,0,5.9,,,,,,,,,0,1,1,1,0,26,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.83,0.83,23.549999999999994,-35.169999999999995,5.9,-29.269999999999996,-11.684999999999999,certain,certain,-11.684999999999999,-6.200833333333325,1766.228659195127,None,1766.228659195127,None,1766.228659195127,None,1766.228659195127,None,1766.228659195127,None,1766.228659195127,None,1766.228659195127,None,3,0.4171110417228192,1766.228659195127,None,1766.6788845424308,None,1766.6788845424308,None,1766.6788845424308,None,1766.6788845424308,None,1766.6788845424308,None,1766.6788845424308,None,1766.6788845424308,None,1770.6803321413463,None,1770.6803321413463,None,1770.6803321413463,None,1770.6803321413463,None,1770.6803321413463,None,1770.6803321413463,None,1770.6803321413463,None,1771.664105850039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,4.3,,,,,,,,,0,2,2,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.8326858496293,None,0.89,7.501856056158431,1779.8504678937607,None,None,1779.8504678937607,None,1784.335496412241,None,True,True,False,0.89,-0.10999999999999999,-0.10999999999999999,1.65,4.3,2.65,1.325,certain,certain,1.325,-4.875833333333325,1787.369998480077,None,1787.369998480077,None,1787.369998480077,None,1787.369998480077,None,1787.369998480077,None,1787.369998480077,None,1787.369998480077,None,3,0.6004809330916032,1787.369998480077,None,1788.0035738798324,None,1788.0035738798324,None,1788.0035738798324,None,1788.0035738798324,None,1788.0035738798324,None,1788.0035738798324,None,1788.0035738798324,None,1791.9884518466424,None,1791.9884518466424,None,1791.9884518466424,None,1791.9884518466424,None,1791.9884518466424,None,1791.9884518466424,None,1791.9884518466424,None,1801.4920066875638,None,1792.9887907076627,None,1793.9891935652122,None,0.9,7.5027945635374635,1796.9903432608116,None,None,1796.9903432608116,None,1773.6648616477614,None,4,3.1515457533532754,1773.6648616477614,None,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,3.1,,,,,,,,,0,2,2,2,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.9,-0.09999999999999998,-0.20999999999999996,1.6099999999999997,3.1,1.4900000000000004,0.7450000000000002,certain,certain,0.7450000000000002,-4.1308333333333245,1803.509436111548,None,1803.509436111548,None,1803.509436111548,None,1803.509436111548,None,1803.509436111548,None,1803.509436111548,None,1803.509436111548,None,3,0.6342144040390849,1803.509436111548,None,1804.1764739574865,None,1804.1764739574865,None,1804.1764739574865,None,1804.1764739574865,None,1804.1764739574865,None,1804.1764739574865,None,1804.1764739574865,None,1808.1612012126716,None,1808.1612012126716,None,1808.1612012126716,None,1808.1612012126716,None,1808.1612012126716,None,1808.1612012126716,None,1808.1612012126716,None,1809.161631268682,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,-0.5,,,,,,,,,0,2,2,2,0,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.9,-0.09999999999999998,-0.30999999999999994,1.7099999999999995,-0.5,-2.2099999999999995,-1.3549999999999998,certain,certain,-1.3549999999999998,-5.485833333333324,1811.179125329014,None,1811.179125329014,None,1811.179125329014,None,1811.179125329014,None,1811.179125329014,None,1811.179125329014,None,1811.179125329014,None,3,1.867505339672789,1811.179125329014,None,1813.0797347348416,None,1813.0797347348416,None,1813.0797347348416,None,1813.0797347348416,None,1813.0797347348416,None,1813.0797347348416,None,1813.0797347348416,None,1817.0812392906519,None,1817.0812392906519,None,1817.0812392906519,None,1817.0812392906519,None,1817.0812392906519,None,1817.0812392906519,None,1817.0812392906519,None,1818.0650117193582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,8.7,,,,,,,,,0,2,2,2,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.9,-0.09999999999999998,-0.4099999999999999,1.8099999999999996,8.7,6.89,3.445,gamble,win,8.7,3.2141666666666753,1820.0823941059643,None,1820.0823941059643,None,1820.0823941059643,None,1820.0823941059643,None,1820.0823941059643,None,1820.0823941059643,None,1820.0823941059643,None,1,1.1671733582625166,1820.0823941059643,None,1821.2828347212635,None,1821.2828347212635,None,1821.2828347212635,None,1821.2828347212635,None,1821.2828347212635,None,1821.2828347212635,None,1821.2828347212635,None,1825.2676730103558,None,1825.2676730103558,None,1825.2676730103558,None,1825.2676730103558,None,1825.2676730103558,None,1825.2676730103558,None,1825.2676730103558,None,1834.7712768084602,None,1826.2680569888325,None,1827.268436167622,None,0.92,7.502701448625885,1830.269556744839,None,None,1830.269556744839,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,13.9,,,,,,,,,0,2,2,2,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.92,-0.07999999999999996,-0.4899999999999999,1.6099999999999994,13.9,12.290000000000001,6.1450000000000005,gamble,win,13.9,17.114166666666677,1836.7887619093526,None,1836.7887619093526,None,1836.7887619093526,None,1836.7887619093526,None,1836.7887619093526,None,1836.7887619093526,None,1836.7887619093526,None,1,1.0839818570530042,1836.7887619093526,None,1837.9058497523656,None,1837.9058497523656,None,1837.9058497523656,None,1837.9058497523656,None,1837.9058497523656,None,1837.9058497523656,None,1837.9058497523656,None,1841.9073063108372,None,1841.9073063108372,None,1841.9073063108372,None,1841.9073063108372,None,1841.9073063108372,None,1841.9073063108372,None,1841.9073063108372,None,1842.8910157030914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
