currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,participant,date,expName,psychopyVersion,frameRate,
,,,2,0,4.3,,,,,,,,,0,1,1,1,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.68,0.68,7.35,-16.87,4.3,-12.57,-4.135,gamble,lose,-12.57,144.89416666666662,575.6354860127904,None,575.6354860127904,None,575.6354860127904,None,575.6354860127904,None,575.6354860127904,None,575.6354860127904,None,575.6354860127904,None,1,2.1677163678687066,575.6354860127904,None,577.8363090067287,None,577.8363090067287,None,577.8363090067287,None,577.8363090067287,None,577.8363090067287,None,577.8363090067287,None,577.8363090067287,None,581.8211562552606,None,581.8211562552606,None,581.8211562552606,None,581.8211562552606,None,581.8211562552606,None,581.8211562552606,None,581.8211562552606,None,582.8214970362023,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,6.3,,,,,,,,,0,1,1,1,0,13,13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.68,0.68,8.03,-17.55,6.3,-11.25,-2.475,gamble,lose,-11.25,133.64416666666662,584.8390157351387,None,584.8390157351387,None,584.8390157351387,None,584.8390157351387,None,584.8390157351387,None,584.8390157351387,None,584.8390157351387,None,1,2.467664050811436,584.8390157351387,None,587.3399192045326,None,587.3399192045326,None,587.3399192045326,None,587.3399192045326,None,587.3399192045326,None,587.3399192045326,None,587.3399192045326,None,591.3414311198867,None,591.3414311198867,None,591.3414311198867,None,591.3414311198867,None,591.3414311198867,None,591.3414311198867,None,591.3414311198867,None,600.8283139344421,None,592.3251753901714,None,593.3255177710089,None,0.63,7.502749765990302,596.3266133896541,None,None,596.3266133896541,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,7.3,,,,,,,,,0,1,1,1,0,14,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.63,0.63,8.66,-17.48,7.3,-10.18,-1.44,certain,certain,-1.44,132.20416666666662,602.8457033606246,None,602.8457033606246,None,602.8457033606246,None,602.8457033606246,None,602.8457033606246,None,602.8457033606246,None,602.8457033606246,None,3,1.450920988456346,602.8457033606246,None,604.3296845776495,None,604.3296845776495,None,604.3296845776495,None,604.3296845776495,None,604.3296845776495,None,604.3296845776495,None,604.3296845776495,None,608.3311574552208,None,608.3311574552208,None,608.3311574552208,None,608.3311574552208,None,608.3311574552208,None,608.3311574552208,None,608.3311574552208,None,609.314902045473,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,5.9,,,,,,,,,0,1,1,1,0,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.63,0.63,9.290000000000001,-18.11,5.9,-12.209999999999999,-3.1549999999999994,gamble,lose,-12.209999999999999,119.99416666666663,611.3323100306443,None,611.3323100306443,None,611.3323100306443,None,611.3323100306443,None,611.3323100306443,None,611.3323100306443,None,611.3323100306443,None,1,1.5341681665740907,611.3323100306443,None,612.8995947426884,None,612.8995947426884,None,612.8995947426884,None,612.8995947426884,None,612.8995947426884,None,612.8995947426884,None,612.8995947426884,None,616.901066660299,None,616.901066660299,None,616.901066660299,None,616.901066660299,None,616.901066660299,None,616.901066660299,None,616.901066660299,None,626.3880240306607,None,617.8847642132314,None,618.8851907493081,None,0.27,7.502771844796371,621.8863161263289,None,None,621.8863161263289,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,1.5,,,,,,,,,0,1,1,1,0,16,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.27,0.27,9.56,1.7416666666666667,0.375,-1.3666666666666667,-0.49583333333333335,gamble,win,0.375,120.36916666666663,628.4055014519254,None,628.4055014519254,None,628.4055014519254,None,628.4055014519254,None,628.4055014519254,None,628.4055014519254,None,628.4055014519254,None,1,2.1843423168174922,628.4055014519254,None,630.6229692737106,None,630.6229692737106,None,630.6229692737106,None,630.6229692737106,None,630.6229692737106,None,630.6229692737106,None,630.6229692737106,None,634.6244863087777,None,634.6244863087777,None,634.6244863087777,None,634.6244863087777,None,634.6244863087777,None,634.6244863087777,None,634.6244863087777,None,635.6082395386184,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,4.5,,,,,,,,,0,1,1,1,0,17,17,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.27,0.27,9.83,-13.61,4.5,-9.11,-2.3049999999999997,certain,certain,-2.3049999999999997,118.06416666666664,637.6256212852313,None,637.6256212852313,None,637.6256212852313,None,637.6256212852313,None,637.6256212852313,None,637.6256212852313,None,637.6256212852313,None,3,1.784295919467695,637.6256212852313,None,639.4430110313697,None,639.4430110313697,None,639.4430110313697,None,639.4430110313697,None,639.4430110313697,None,639.4430110313697,None,639.4430110313697,None,643.4277981233317,None,643.4277981233317,None,643.4277981233317,None,643.4277981233317,None,643.4277981233317,None,643.4277981233317,None,643.4277981233317,None,644.428194901091,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,3.9,,,,,,,,,0,1,1,1,0,18,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.27,0.27,10.1,1.7866666666666666,0.975,-0.8116666666666666,0.08166666666666667,certain,certain,0.08166666666666667,118.1458333333333,646.445621445193,None,646.445621445193,None,646.445621445193,None,646.445621445193,None,646.445621445193,None,646.445621445193,None,646.445621445193,None,3,1.350770756835118,646.445621445193,None,647.8294415512937,None,647.8294415512937,None,647.8294415512937,None,647.8294415512937,None,647.8294415512937,None,647.8294415512937,None,647.8294415512937,None,651.8310027438565,None,651.8310027438565,None,651.8310027438565,None,651.8310027438565,None,651.8310027438565,None,651.8310027438565,None,651.8310027438565,None,661.3179156367551,None,652.8146551793325,None,653.8150781956501,None,0.27,7.502709768246859,656.816201972717,None,None,656.816201972717,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,5.5,,,,,,,,,0,1,1,1,0,19,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.27,0.27,10.37,1.8091666666666666,1.375,-0.4341666666666666,0.4704166666666667,certain,certain,0.4704166666666667,118.61624999999997,663.3353511403548,None,663.3353511403548,None,663.3353511403548,None,663.3353511403548,None,663.3353511403548,None,663.3353511403548,None,663.3353511403548,None,3,1.2339014615281485,663.3353511403548,None,664.6025636964478,None,664.6025636964478,None,664.6025636964478,None,664.6025636964478,None,664.6025636964478,None,664.6025636964478,None,664.6025636964478,None,668.6039818570134,None,668.6039818570134,None,668.6039818570134,None,668.6039818570134,None,668.6039818570134,None,668.6039818570134,None,668.6039818570134,None,669.5877187677543,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,4.1,,,,,,,,,0,1,1,1,0,20,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.27,0.27,10.639999999999999,-14.419999999999998,4.1,-10.319999999999999,-3.1099999999999994,gamble,lose,-10.319999999999999,108.29624999999997,671.6051238731015,None,671.6051238731015,None,671.6051238731015,None,671.6051238731015,None,671.6051238731015,None,671.6051238731015,None,671.6051238731015,None,1,1.284122329147067,671.6051238731015,None,672.9223089907318,None,672.9223089907318,None,672.9223089907318,None,672.9223089907318,None,672.9223089907318,None,672.9223089907318,None,672.9223089907318,None,676.9071920772549,None,676.9071920772549,None,676.9071920772549,None,676.9071920772549,None,676.9071920772549,None,676.9071920772549,None,676.9071920772549,None,686.4107462782413,None,677.9075709360186,None,678.9079539545928,None,0.32,7.502758725488093,681.9089903765707,None,None,681.9089903765707,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,-0.9,,,,,,,,,0,1,1,1,0,21,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.32,0.32,10.959999999999999,2.033333333333333,-0.225,-2.2583333333333333,-1.2416666666666667,certain,certain,-1.2416666666666667,107.05458333333331,688.4281309046783,None,688.4281309046783,None,688.4281309046783,None,688.4281309046783,None,688.4281309046783,None,688.4281309046783,None,688.4281309046783,None,3,1.7509592262795195,688.4281309046783,None,690.2622105962364,None,690.2622105962364,None,690.2622105962364,None,690.2622105962364,None,690.2622105962364,None,690.2622105962364,None,690.2622105962364,None,694.2136757141561,None,694.2136757141561,None,694.2136757141561,None,694.2136757141561,None,694.2136757141561,None,694.2136757141561,None,694.2136757141561,None,695.1974123049295,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,11.5,,,,,,,,,0,1,1,1,0,22,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.32,0.32,11.28,-15.76,11.5,-4.26,-2.13,gamble,lose,-4.26,102.7945833333333,697.2148874863051,None,697.2148874863051,None,697.2148874863051,None,697.2148874863051,None,697.2148874863051,None,697.2148874863051,None,697.2148874863051,None,1,1.1840239346493036,697.2148874863051,None,698.4319271720597,None,698.4319271720597,None,698.4319271720597,None,698.4319271720597,None,698.4319271720597,None,698.4319271720597,None,698.4319271720597,None,702.4334842048702,None,702.4334842048702,None,702.4334842048702,None,702.4334842048702,None,702.4334842048702,None,702.4334842048702,None,702.4334842048702,None,711.9204278160469,None,703.4172313550371,None,704.4175596566638,None,0.35,7.502776324516162,707.4186927131959,None,None,707.4186927131959,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,9.5,,,,,,,,,0,1,1,1,0,23,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.35,0.35,11.629999999999999,2.1941666666666664,2.375,0.18083333333333362,1.2779166666666668,gamble,win,2.375,105.1695833333333,713.9378380411072,None,713.9378380411072,None,713.9378380411072,None,713.9378380411072,None,713.9378380411072,None,713.9378380411072,None,713.9378380411072,None,1,1.2007570776040666,713.9378380411072,None,715.1716348684859,None,715.1716348684859,None,715.1716348684859,None,715.1716348684859,None,715.1716348684859,None,715.1716348684859,None,715.1716348684859,None,719.1731557432795,None,719.1731557432795,None,719.1731557432795,None,719.1731557432795,None,719.1731557432795,None,719.1731557432795,None,719.1731557432795,None,720.1568593758857,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,8.5,,,,,,,,,0,1,1,1,0,24,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.35,0.35,11.979999999999999,-16.88,8.5,-8.379999999999999,0.0600000000000005,certain,certain,0.0600000000000005,105.22958333333331,722.1743339173263,None,722.1743339173263,None,722.1743339173263,None,722.1743339173263,None,722.1743339173263,None,722.1743339173263,None,722.1743339173263,None,3,2.017429104016628,722.1743339173263,None,724.2250577967498,None,724.2250577967498,None,724.2250577967498,None,724.2250577967498,None,724.2250577967498,None,724.2250577967498,None,724.2250577967498,None,728.2098548081121,None,728.2098548081121,None,728.2098548081121,None,728.2098548081121,None,728.2098548081121,None,728.2098548081121,None,728.2098548081121,None,729.210283584136,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,1.1,,,,,,,,,0,1,1,1,0,25,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.35,0.35,12.329999999999998,-17.229999999999997,1.1,-16.129999999999995,-7.514999999999998,gamble,lose,-16.129999999999995,89.09958333333331,731.2277117281337,None,731.2277117281337,None,731.2277117281337,None,731.2277117281337,None,731.2277117281337,None,731.2277117281337,None,731.2277117281337,None,1,2.501243290374987,731.2277117281337,None,733.7620021278854,None,733.7620021278854,None,733.7620021278854,None,733.7620021278854,None,733.7620021278854,None,733.7620021278854,None,733.7620021278854,None,737.7635178830242,None,737.7635178830242,None,737.7635178830242,None,737.7635178830242,None,737.7635178830242,None,737.7635178830242,None,737.7635178830242,None,747.2504816530272,None,738.7472691929433,None,739.747647411772,None,0.15,7.502769284881651,742.7486943931435,None,None,742.7486943931435,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,2,0,2.5,,,,,,,,,0,1,1,1,0,26,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.15,0.15,12.479999999999999,-14.579999999999998,2.5,-12.079999999999998,-4.789999999999999,gamble,lose,-12.079999999999998,77.01958333333332,749.2678720391705,None,749.2678720391705,None,749.2678720391705,None,749.2678720391705,None,749.2678720391705,None,749.2678720391705,None,749.2678720391705,None,1,1.7842280832119286,749.2678720391705,None,751.0851808298612,None,751.0851808298612,None,751.0851808298612,None,751.0851808298612,None,751.0851808298612,None,751.0851808298612,None,751.0851808298612,None,755.086698824889,None,755.086698824889,None,755.086698824889,None,755.086698824889,None,755.086698824889,None,755.086698824889,None,755.086698824889,None,756.0704456550302,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,12.9,,,,,,,,,0,2,2,2,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.300388618256,None,0.28,7.501923572272062,838.318230499106,None,None,,838.318230499106,None,842.8032999752322,None,True,True,False,0.28,-0.72,-0.72,10.8,12.9,2.0999999999999996,1.0499999999999998,gamble,win,12.9,89.91958333333332,845.8377623652923,None,845.8377623652923,None,845.8377623652923,None,845.8377623652923,None,845.8377623652923,None,845.8377623652923,None,845.8377623652923,None,1,1.1838629836565815,845.8377623652923,None,847.054882046592,None,847.054882046592,None,847.054882046592,None,847.054882046592,None,847.054882046592,None,847.054882046592,None,847.054882046592,None,851.0396787379868,None,851.0396787379868,None,851.0396787379868,None,851.0396787379868,None,851.0396787379868,None,851.0396787379868,None,851.0396787379868,None,860.5433263737359,None,852.0400886350544,None,853.040538849833,None,0.47,7.502817922155373,856.0415778316674,None,None,856.0415778316674,None,758.0711576151662,None,4,77.21290551725542,758.0711576151662,None,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,3.5,,,,,,,,,0,2,2,2,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.47,-0.53,-1.25,8.67,3.5,-5.17,-0.835,gamble,win,3.5,93.41958333333332,862.5607062004856,None,862.5607062004856,None,862.5607062004856,None,862.5607062004856,None,862.5607062004856,None,862.5607062004856,None,862.5607062004856,None,1,2.267757805529982,862.5607062004856,None,864.8616157495417,None,864.8616157495417,None,864.8616157495417,None,864.8616157495417,None,864.8616157495417,None,864.8616157495417,None,864.8616157495417,None,868.8464687577798,None,868.8464687577798,None,868.8464687577798,None,868.8464687577798,None,868.8464687577798,None,868.8464687577798,None,868.8464687577798,None,869.846889214241,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,0.5,,,,,,,,,0,2,2,2,0,2,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.47,-0.53,-1.78,9.2,0.5,-8.7,-4.1,certain,certain,-4.1,89.31958333333333,871.8642770404695,None,871.8642770404695,None,871.8642770404695,None,871.8642770404695,None,871.8642770404695,None,871.8642770404695,None,871.8642770404695,None,3,1.4341334485216066,871.8642770404695,None,873.3314566384652,None,873.3314566384652,None,873.3314566384652,None,873.3314566384652,None,873.3314566384652,None,873.3314566384652,None,873.3314566384652,None,877.333008231537,None,877.333008231537,None,877.333008231537,None,877.333008231537,None,877.333008231537,None,877.333008231537,None,877.333008231537,None,878.3167173038237,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,0.9,,,,,,,,,0,2,2,2,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.47,-0.53,-2.31,9.73,0.9,-8.83,-3.965,gamble,win,0.9,90.21958333333333,880.3341467278078,None,880.3341467278078,None,880.3341467278078,None,880.3341467278078,None,880.3341467278078,None,880.3341467278078,None,880.3341467278078,None,1,1.0673709472175688,880.3341467278078,None,881.4345606245915,None,881.4345606245915,None,881.4345606245915,None,881.4345606245915,None,881.4345606245915,None,881.4345606245915,None,881.4345606245915,None,885.4360856591957,None,885.4360856591957,None,885.4360856591957,None,885.4360856591957,None,885.4360856591957,None,885.4360856591957,None,885.4360856591957,None,894.9230459094397,None,886.4197806522716,None,887.4201662307023,None,0.35,7.502748166094534,890.421322325943,None,None,890.421322325943,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,1.5,,,,,,,,,0,2,2,2,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.35,-0.65,-2.96,12.059999999999999,1.5,-10.559999999999999,-4.529999999999999,certain,certain,-4.529999999999999,85.68958333333333,896.9404215763789,None,896.9404215763789,None,896.9404215763789,None,896.9404215763789,None,896.9404215763789,None,896.9404215763789,None,896.9404215763789,None,3,1.3674418232403696,896.9404215763789,None,898.3409639460151,None,898.3409639460151,None,898.3409639460151,None,898.3409639460151,None,898.3409639460151,None,898.3409639460151,None,898.3409639460151,None,902.3425219387864,None,902.3425219387864,None,902.3425219387864,None,902.3425219387864,None,902.3425219387864,None,902.3425219387864,None,902.3425219387864,None,903.3261833337601,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,1.1,,,,,,,,,0,2,2,2,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.35,-0.65,-3.61,-2.575833333333333,1.1,-1.475833333333333,-0.1879166666666665,gamble,lose,-1.475833333333333,84.21375,905.3435622005491,None,905.3435622005491,None,905.3435622005491,None,905.3435622005491,None,905.3435622005491,None,905.3435622005491,None,905.3435622005491,None,1,1.734286879946012,905.3435622005491,None,907.1109160287306,None,907.1109160287306,None,907.1109160287306,None,907.1109160287306,None,907.1109160287306,None,907.1109160287306,None,907.1109160287306,None,911.0957475981559,None,911.0957475981559,None,911.0957475981559,None,911.0957475981559,None,911.0957475981559,None,911.0957475981559,None,911.0957475981559,None,920.5993843544857,None,912.096170934441,None,913.0965501132305,None,0.39,7.502715847920626,916.09767037048,None,None,916.09767037048,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,10.9,,,,,,,,,0,2,2,2,0,6,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.39,-0.61,-4.22,-2.4866666666666664,10.9,8.413333333333334,4.206666666666667,gamble,lose,8.413333333333334,92.62708333333333,922.6167760205572,None,922.6167760205572,None,922.6167760205572,None,922.6167760205572,None,922.6167760205572,None,922.6167760205572,None,922.6167760205572,None,1,1.284150167601183,922.6167760205572,None,923.933976177359,None,923.933976177359,None,923.933976177359,None,923.933976177359,None,923.933976177359,None,923.933976177359,None,923.933976177359,None,927.9188247058191,None,927.9188247058191,None,927.9188247058191,None,927.9188247058191,None,927.9188247058191,None,927.9188247058191,None,927.9188247058191,None,928.9191987648956,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,-0.5,,,,,,,,,0,2,2,2,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.39,-0.61,-4.83,13.37,-0.5,-13.87,-7.185,gamble,win,-0.5,92.12708333333333,930.9366221091477,None,930.9366221091477,None,930.9366221091477,None,930.9366221091477,None,930.9366221091477,None,930.9366221091477,None,930.9366221091477,None,1,1.917616133519914,930.9366221091477,None,932.8873570280266,None,932.8873570280266,None,932.8873570280266,None,932.8873570280266,None,932.8873570280266,None,932.8873570280266,None,932.8873570280266,None,936.8889204604784,None,936.8889204604784,None,936.8889204604784,None,936.8889204604784,None,936.8889204604784,None,936.8889204604784,None,936.8889204604784,None,946.3758103146101,None,937.8725898549892,None,938.8729466350051,None,0.36,7.502780484268442,941.8740928107873,None,None,941.8740928107873,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,8.9,,,,,,,,,0,2,2,2,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.36,-0.64,-5.47,14.43,8.9,-5.529999999999999,1.6850000000000005,certain,certain,1.6850000000000005,93.81208333333333,948.3932419784833,None,948.3932419784833,None,948.3932419784833,None,948.3932419784833,None,948.3932419784833,None,948.3932419784833,None,948.3932419784833,None,3,1.4674611822119914,948.3932419784833,None,949.8938040270004,None,949.8938040270004,None,949.8938040270004,None,949.8938040270004,None,949.8938040270004,None,949.8938040270004,None,949.8938040270004,None,953.8786851936602,None,953.8786851936602,None,953.8786851936602,None,953.8786851936602,None,953.8786851936602,None,953.8786851936602,None,953.8786851936602,None,954.879026614537,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,9.1,,,,,,,,,0,2,2,2,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.36,-0.64,-6.109999999999999,15.07,9.1,-5.970000000000001,1.5649999999999995,gamble,win,9.1,102.91208333333333,956.89640836115,None,956.89640836115,None,956.89640836115,None,956.89640836115,None,956.89640836115,None,956.89640836115,None,956.89640836115,None,1,1.4175100594293326,956.89640836115,None,958.3470500052208,None,958.3470500052208,None,958.3470500052208,None,958.3470500052208,None,958.3470500052208,None,958.3470500052208,None,958.3470500052208,None,962.3318313374766,None,962.3318313374766,None,962.3318313374766,None,962.3318313374766,None,962.3318313374766,None,962.3318313374766,None,962.3318313374766,None,963.3322697129333,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
